编号,深夜出没地,期末生存方式,宵夜频率,想加入的社团,经济状态,毕业最想带走,早八到教室,操场上的位置,搞砸了的那晚,相册里的多数
S1658,操场跑道,死磕课本,偶尔,志愿者协会,家里定时打钱,操场的那圈跑道,提前十分钟到，坐前排,球场，组队打一场,开黑到凌晨，把气打出去,和朋友：合影、表情包、抓拍
S1659,图书馆自习室,临时抱佛脚,从不,志愿者协会,家里定时打钱,食堂的那个窗口,提前十分钟到，坐前排,跑道上，一个人戴着耳机跑,睡一觉，第二天照常,风景和现场：演出、展览、天空
S1660,操场跑道,临时抱佛脚,一周三五次,志愿者协会,靠奖学金过日子,什么也没带走，但也没白来,让室友帮忙占座，自己慢慢来,球场，组队打一场,开黑到凌晨，把气打出去,风景和现场：演出、展览、天空
S1661,宿舍床上,组团开黑边复习,一周三五次,辩论队,月初土豪，月底吃土,宿舍的那群人,选了，但没去过几次,跑道上，一个人戴着耳机跑,拉朋友出去吃一顿,运动记录、跑步路线、装备
S1662,操场跑道,组团开黑边复习,偶尔,辩论队,兼职自力更生,操场的那圈跑道,让室友帮忙占座，自己慢慢来,跑道上，一个人戴着耳机跑,睡一觉，第二天照常,和朋友：合影、表情包、抓拍
S1663,操场跑道,死磕课本,偶尔,志愿者协会,兼职自力更生,宿舍的那群人,提前十分钟到，坐前排,跑道上，一个人戴着耳机跑,拉朋友出去吃一顿,课件、板书、PPT 截图
S1664,食堂窗口,临时抱佛脚,天天吃,乐队,月初土豪，月底吃土,什么也没带走，但也没白来,早上根本没课，我的课都在下午,羽毛球乒乓球，约人打,开黑到凌晨，把气打出去,和朋友：合影、表情包、抓拍
S1665,图书馆自习室,刷往年题,偶尔,乐队,靠奖学金过日子,图书馆那张常坐的座位,提前十分钟到，坐前排,器械区随便练练，练完就走,睡一觉，第二天照常,运动记录、跑步路线、装备
S1666,宿舍床上,临时抱佛脚,一周三五次,乐队,家里定时打钱,宿舍的那群人,卡着铃声冲进去，坐最后一排,羽毛球乒乓球，约人打,开黑到凌晨，把气打出去,吃的：外卖、食堂、探店
S1667,食堂窗口,刷往年题,偶尔,摄影社,月初土豪，月底吃土,食堂的那个窗口,卡着铃声冲进去，坐最后一排,羽毛球乒乓球，约人打,给家里打个电话,风景和现场：演出、展览、天空
S1668,食堂窗口,组团开黑边复习,天天吃,电竞社,月初土豪，月底吃土,宿舍的那群人,卡着铃声冲进去，坐最后一排,器械区随便练练，练完就走,给家里打个电话,课件、板书、PPT 截图
S1669,宿舍床上,组团开黑边复习,天天吃,乐队,兼职自力更生,食堂的那个窗口,让室友帮忙占座，自己慢慢来,跑道上，一个人戴着耳机跑,睡一觉，第二天照常,风景和现场：演出、展览、天空
S1670,操场跑道,组团开黑边复习,从不,辩论队,家里定时打钱,什么也没带走，但也没白来,卡着铃声冲进去，坐最后一排,跑道上，一个人戴着耳机跑,睡一觉，第二天照常,风景和现场：演出、展览、天空
S1671,操场跑道,临时抱佛脚,天天吃,电竞社,月初土豪，月底吃土,食堂的那个窗口,卡着铃声冲进去，坐最后一排,羽毛球乒乓球，约人打,拉朋友出去吃一顿,运动记录、跑步路线、装备
S1672,操场跑道,临时抱佛脚,一周三五次,电竞社,月初土豪，月底吃土,宿舍的那群人,提前十分钟到，坐前排,羽毛球乒乓球，约人打,拉朋友出去吃一顿,和朋友：合影、表情包、抓拍
S1673,网吧,临时抱佛脚,偶尔,电竞社,月初土豪，月底吃土,操场的那圈跑道,卡着铃声冲进去，坐最后一排,羽毛球乒乓球，约人打,睡一觉，第二天照常,风景和现场：演出、展览、天空
S1674,食堂窗口,临时抱佛脚,天天吃,乐队,月初土豪，月底吃土,食堂的那个窗口,让室友帮忙占座，自己慢慢来,看台或树下，看别人动,开黑到凌晨，把气打出去,运动记录、跑步路线、装备
S1675,操场跑道,刷往年题,天天吃,辩论队,家里定时打钱,食堂的那个窗口,选了，但没去过几次,羽毛球乒乓球，约人打,开黑到凌晨，把气打出去,运动记录、跑步路线、装备
S1676,食堂窗口,刷往年题,天天吃,摄影社,月初土豪，月底吃土,什么也没带走，但也没白来,让室友帮忙占座，自己慢慢来,羽毛球乒乓球，约人打,给家里打个电话,和朋友：合影、表情包、抓拍
S1677,图书馆自习室,刷往年题,天天吃,辩论队,靠奖学金过日子,食堂的那个窗口,早上根本没课，我的课都在下午,跑道上，一个人戴着耳机跑,去操场跑到没力气,和朋友：合影、表情包、抓拍
S1678,食堂窗口,组团开黑边复习,天天吃,乐队,家里定时打钱,食堂的那个窗口,卡着铃声冲进去，坐最后一排,看台或树下，看别人动,给家里打个电话,吃的：外卖、食堂、探店
S1679,图书馆自习室,死磕课本,从不,摄影社,靠奖学金过日子,图书馆那张常坐的座位,提前十分钟到，坐前排,跑道上，一个人戴着耳机跑,去操场跑到没力气,和朋友：合影、表情包、抓拍
S1680,网吧,临时抱佛脚,天天吃,辩论队,月初土豪，月底吃土,操场的那圈跑道,卡着铃声冲进去，坐最后一排,球场，组队打一场,给家里打个电话,和朋友：合影、表情包、抓拍
S1681,食堂窗口,死磕课本,偶尔,辩论队,兼职自力更生,食堂的那个窗口,提前十分钟到，坐前排,羽毛球乒乓球，约人打,给家里打个电话,和朋友：合影、表情包、抓拍
S1682,食堂窗口,死磕课本,偶尔,乐队,月初土豪，月底吃土,宿舍的那群人,让室友帮忙占座，自己慢慢来,器械区随便练练，练完就走,睡一觉，第二天照常,吃的：外卖、食堂、探店
S1683,网吧,临时抱佛脚,天天吃,电竞社,兼职自力更生,操场的那圈跑道,让室友帮忙占座，自己慢慢来,跑道上，一个人戴着耳机跑,开黑到凌晨，把气打出去,风景和现场：演出、展览、天空
S1684,图书馆自习室,临时抱佛脚,偶尔,摄影社,靠奖学金过日子,食堂的那个窗口,卡着铃声冲进去，坐最后一排,跑道上，一个人戴着耳机跑,开黑到凌晨，把气打出去,和朋友：合影、表情包、抓拍
S1685,宿舍床上,临时抱佛脚,天天吃,摄影社,月初土豪，月底吃土,图书馆那张常坐的座位,让室友帮忙占座，自己慢慢来,看台或树下，看别人动,给家里打个电话,风景和现场：演出、展览、天空
S1686,宿舍床上,提前两周就复习完了,偶尔,摄影社,靠奖学金过日子,操场的那圈跑道,选了，但没去过几次,跑道上，一个人戴着耳机跑,睡一觉，第二天照常,风景和现场：演出、展览、天空
S1687,网吧,组团开黑边复习,偶尔,摄影社,家里定时打钱,图书馆那张常坐的座位,选了，但没去过几次,球场，组队打一场,睡一觉，第二天照常,课件、板书、PPT 截图
S1688,网吧,刷往年题,一周三五次,电竞社,兼职自力更生,操场的那圈跑道,选了，但没去过几次,跑道上，一个人戴着耳机跑,开黑到凌晨，把气打出去,和朋友：合影、表情包、抓拍
S1689,食堂窗口,刷往年题,偶尔,摄影社,兼职自力更生,图书馆那张常坐的座位,提前十分钟到，坐前排,羽毛球乒乓球，约人打,去操场跑到没力气,课件、板书、PPT 截图
S1690,操场跑道,刷往年题,天天吃,电竞社,兼职自力更生,宿舍的那群人,让室友帮忙占座，自己慢慢来,羽毛球乒乓球，约人打,拉朋友出去吃一顿,和朋友：合影、表情包、抓拍
S1691,食堂窗口,临时抱佛脚,从不,电竞社,月初土豪，月底吃土,图书馆那张常坐的座位,选了，但没去过几次,羽毛球乒乓球，约人打,去操场跑到没力气,和朋友：合影、表情包、抓拍
S1692,网吧,临时抱佛脚,天天吃,乐队,月初土豪，月底吃土,宿舍的那群人,早上根本没课，我的课都在下午,看台或树下，看别人动,开黑到凌晨，把气打出去,和朋友：合影、表情包、抓拍
S1693,宿舍床上,提前两周就复习完了,偶尔,志愿者协会,家里定时打钱,什么也没带走，但也没白来,卡着铃声冲进去，坐最后一排,器械区随便练练，练完就走,去操场跑到没力气,运动记录、跑步路线、装备
S1694,图书馆自习室,临时抱佛脚,天天吃,电竞社,月初土豪，月底吃土,食堂的那个窗口,让室友帮忙占座，自己慢慢来,看台或树下，看别人动,开黑到凌晨，把气打出去,风景和现场：演出、展览、天空
S1695,操场跑道,临时抱佛脚,偶尔,乐队,靠奖学金过日子,宿舍的那群人,让室友帮忙占座，自己慢慢来,羽毛球乒乓球，约人打,给家里打个电话,和朋友：合影、表情包、抓拍
S1696,图书馆自习室,临时抱佛脚,一周三五次,摄影社,兼职自力更生,食堂的那个窗口,早上根本没课，我的课都在下午,器械区随便练练，练完就走,开黑到凌晨，把气打出去,课件、板书、PPT 截图
S1697,网吧,刷往年题,一周三五次,电竞社,月初土豪，月底吃土,宿舍的那群人,早上根本没课，我的课都在下午,跑道上，一个人戴着耳机跑,拉朋友出去吃一顿,和朋友：合影、表情包、抓拍
S1698,食堂窗口,组团开黑边复习,一周三五次,电竞社,家里定时打钱,宿舍的那群人,选了，但没去过几次,球场，组队打一场,拉朋友出去吃一顿,和朋友：合影、表情包、抓拍
S1699,宿舍床上,提前两周就复习完了,偶尔,志愿者协会,靠奖学金过日子,图书馆那张常坐的座位,提前十分钟到，坐前排,球场，组队打一场,去操场跑到没力气,课件、板书、PPT 截图
S1700,食堂窗口,组团开黑边复习,天天吃,志愿者协会,兼职自力更生,宿舍的那群人,提前十分钟到，坐前排,器械区随便练练，练完就走,开黑到凌晨，把气打出去,和朋友：合影、表情包、抓拍
S1701,宿舍床上,死磕课本,偶尔,辩论队,家里定时打钱,操场的那圈跑道,提前十分钟到，坐前排,跑道上，一个人戴着耳机跑,睡一觉，第二天照常,吃的：外卖、食堂、探店
S1702,图书馆自习室,临时抱佛脚,天天吃,乐队,兼职自力更生,操场的那圈跑道,选了，但没去过几次,看台或树下，看别人动,给家里打个电话,吃的：外卖、食堂、探店
S1703,宿舍床上,提前两周就复习完了,一周三五次,电竞社,月初土豪，月底吃土,宿舍的那群人,提前十分钟到，坐前排,看台或树下，看别人动,拉朋友出去吃一顿,运动记录、跑步路线、装备
S1704,食堂窗口,临时抱佛脚,天天吃,辩论队,月初土豪，月底吃土,宿舍的那群人,选了，但没去过几次,看台或树下，看别人动,给家里打个电话,课件、板书、PPT 截图
S1705,宿舍床上,刷往年题,一周三五次,摄影社,月初土豪，月底吃土,食堂的那个窗口,卡着铃声冲进去，坐最后一排,看台或树下，看别人动,开黑到凌晨，把气打出去,吃的：外卖、食堂、探店
S1706,网吧,临时抱佛脚,天天吃,乐队,月初土豪，月底吃土,操场的那圈跑道,早上根本没课，我的课都在下午,球场，组队打一场,开黑到凌晨，把气打出去,风景和现场：演出、展览、天空
S1707,食堂窗口,刷往年题,天天吃,志愿者协会,月初土豪，月底吃土,食堂的那个窗口,选了，但没去过几次,球场，组队打一场,给家里打个电话,吃的：外卖、食堂、探店
S1708,食堂窗口,提前两周就复习完了,天天吃,摄影社,月初土豪，月底吃土,图书馆那张常坐的座位,提前十分钟到，坐前排,器械区随便练练，练完就走,拉朋友出去吃一顿,和朋友：合影、表情包、抓拍
S1709,图书馆自习室,组团开黑边复习,天天吃,志愿者协会,月初土豪，月底吃土,宿舍的那群人,卡着铃声冲进去，坐最后一排,跑道上，一个人戴着耳机跑,去操场跑到没力气,和朋友：合影、表情包、抓拍
S1710,图书馆自习室,组团开黑边复习,一周三五次,乐队,靠奖学金过日子,食堂的那个窗口,早上根本没课，我的课都在下午,器械区随便练练，练完就走,拉朋友出去吃一顿,和朋友：合影、表情包、抓拍
S1711,宿舍床上,提前两周就复习完了,偶尔,电竞社,月初土豪，月底吃土,什么也没带走，但也没白来,让室友帮忙占座，自己慢慢来,羽毛球乒乓球，约人打,给家里打个电话,风景和现场：演出、展览、天空
S1712,食堂窗口,提前两周就复习完了,天天吃,摄影社,月初土豪，月底吃土,什么也没带走，但也没白来,选了，但没去过几次,羽毛球乒乓球，约人打,拉朋友出去吃一顿,风景和现场：演出、展览、天空
S1713,食堂窗口,刷往年题,从不,志愿者协会,家里定时打钱,操场的那圈跑道,早上根本没课，我的课都在下午,球场，组队打一场,去操场跑到没力气,课件、板书、PPT 截图
S1714,图书馆自习室,提前两周就复习完了,从不,辩论队,家里定时打钱,图书馆那张常坐的座位,提前十分钟到，坐前排,球场，组队打一场,去操场跑到没力气,课件、板书、PPT 截图
S1715,图书馆自习室,提前两周就复习完了,偶尔,乐队,家里定时打钱,图书馆那张常坐的座位,让室友帮忙占座，自己慢慢来,球场，组队打一场,给家里打个电话,课件、板书、PPT 截图
S1716,网吧,临时抱佛脚,天天吃,电竞社,月初土豪，月底吃土,食堂的那个窗口,早上根本没课，我的课都在下午,球场，组队打一场,拉朋友出去吃一顿,课件、板书、PPT 截图
S1717,宿舍床上,刷往年题,天天吃,摄影社,靠奖学金过日子,宿舍的那群人,选了，但没去过几次,器械区随便练练，练完就走,去操场跑到没力气,运动记录、跑步路线、装备
S1718,操场跑道,临时抱佛脚,偶尔,志愿者协会,家里定时打钱,什么也没带走，但也没白来,提前十分钟到，坐前排,球场，组队打一场,给家里打个电话,吃的：外卖、食堂、探店
S1719,网吧,组团开黑边复习,偶尔,乐队,家里定时打钱,图书馆那张常坐的座位,选了，但没去过几次,羽毛球乒乓球，约人打,睡一觉，第二天照常,吃的：外卖、食堂、探店
S1720,图书馆自习室,组团开黑边复习,天天吃,摄影社,月初土豪，月底吃土,宿舍的那群人,早上根本没课，我的课都在下午,羽毛球乒乓球，约人打,开黑到凌晨，把气打出去,吃的：外卖、食堂、探店
S1721,操场跑道,刷往年题,偶尔,志愿者协会,兼职自力更生,宿舍的那群人,提前十分钟到，坐前排,球场，组队打一场,去操场跑到没力气,吃的：外卖、食堂、探店
S1722,图书馆自习室,组团开黑边复习,偶尔,摄影社,兼职自力更生,操场的那圈跑道,提前十分钟到，坐前排,跑道上，一个人戴着耳机跑,去操场跑到没力气,运动记录、跑步路线、装备
S1723,网吧,刷往年题,一周三五次,乐队,月初土豪，月底吃土,宿舍的那群人,卡着铃声冲进去，坐最后一排,羽毛球乒乓球，约人打,拉朋友出去吃一顿,吃的：外卖、食堂、探店
S1724,操场跑道,提前两周就复习完了,天天吃,辩论队,家里定时打钱,操场的那圈跑道,早上根本没课，我的课都在下午,羽毛球乒乓球，约人打,开黑到凌晨，把气打出去,课件、板书、PPT 截图
S1725,操场跑道,死磕课本,从不,乐队,靠奖学金过日子,图书馆那张常坐的座位,让室友帮忙占座，自己慢慢来,球场，组队打一场,开黑到凌晨，把气打出去,吃的：外卖、食堂、探店
S1726,操场跑道,组团开黑边复习,从不,志愿者协会,月初土豪，月底吃土,食堂的那个窗口,让室友帮忙占座，自己慢慢来,羽毛球乒乓球，约人打,给家里打个电话,吃的：外卖、食堂、探店
S1727,食堂窗口,组团开黑边复习,一周三五次,乐队,家里定时打钱,宿舍的那群人,选了，但没去过几次,跑道上，一个人戴着耳机跑,睡一觉，第二天照常,吃的：外卖、食堂、探店
S1728,网吧,组团开黑边复习,偶尔,志愿者协会,家里定时打钱,宿舍的那群人,选了，但没去过几次,器械区随便练练，练完就走,给家里打个电话,和朋友：合影、表情包、抓拍
S1729,图书馆自习室,提前两周就复习完了,从不,乐队,靠奖学金过日子,图书馆那张常坐的座位,提前十分钟到，坐前排,羽毛球乒乓球，约人打,睡一觉，第二天照常,课件、板书、PPT 截图
S1730,网吧,临时抱佛脚,一周三五次,乐队,月初土豪，月底吃土,食堂的那个窗口,选了，但没去过几次,器械区随便练练，练完就走,开黑到凌晨，把气打出去,课件、板书、PPT 截图
S1731,网吧,死磕课本,天天吃,电竞社,月初土豪，月底吃土,操场的那圈跑道,选了，但没去过几次,看台或树下，看别人动,开黑到凌晨，把气打出去,风景和现场：演出、展览、天空
S1732,图书馆自习室,提前两周就复习完了,从不,辩论队,靠奖学金过日子,图书馆那张常坐的座位,提前十分钟到，坐前排,器械区随便练练，练完就走,睡一觉，第二天照常,风景和现场：演出、展览、天空
S1733,宿舍床上,死磕课本,偶尔,电竞社,月初土豪，月底吃土,宿舍的那群人,卡着铃声冲进去，坐最后一排,羽毛球乒乓球，约人打,开黑到凌晨，把气打出去,吃的：外卖、食堂、探店
S1734,食堂窗口,刷往年题,天天吃,辩论队,兼职自力更生,宿舍的那群人,早上根本没课，我的课都在下午,球场，组队打一场,给家里打个电话,吃的：外卖、食堂、探店
S1735,网吧,组团开黑边复习,天天吃,乐队,家里定时打钱,图书馆那张常坐的座位,提前十分钟到，坐前排,看台或树下，看别人动,拉朋友出去吃一顿,课件、板书、PPT 截图
S1736,食堂窗口,临时抱佛脚,天天吃,乐队,家里定时打钱,宿舍的那群人,早上根本没课，我的课都在下午,跑道上，一个人戴着耳机跑,拉朋友出去吃一顿,风景和现场：演出、展览、天空
S1737,网吧,刷往年题,一周三五次,乐队,月初土豪，月底吃土,宿舍的那群人,卡着铃声冲进去，坐最后一排,看台或树下，看别人动,开黑到凌晨，把气打出去,运动记录、跑步路线、装备
S1738,宿舍床上,临时抱佛脚,一周三五次,志愿者协会,月初土豪，月底吃土,宿舍的那群人,卡着铃声冲进去，坐最后一排,器械区随便练练，练完就走,给家里打个电话,吃的：外卖、食堂、探店
S1739,图书馆自习室,临时抱佛脚,天天吃,辩论队,靠奖学金过日子,操场的那圈跑道,提前十分钟到，坐前排,跑道上，一个人戴着耳机跑,去操场跑到没力气,运动记录、跑步路线、装备
S1740,图书馆自习室,组团开黑边复习,偶尔,摄影社,兼职自力更生,图书馆那张常坐的座位,选了，但没去过几次,看台或树下，看别人动,开黑到凌晨，把气打出去,课件、板书、PPT 截图
S1741,操场跑道,刷往年题,偶尔,摄影社,月初土豪，月底吃土,操场的那圈跑道,选了，但没去过几次,看台或树下，看别人动,给家里打个电话,和朋友：合影、表情包、抓拍
S1742,图书馆自习室,刷往年题,从不,辩论队,靠奖学金过日子,操场的那圈跑道,提前十分钟到，坐前排,器械区随便练练，练完就走,拉朋友出去吃一顿,和朋友：合影、表情包、抓拍
S1743,宿舍床上,临时抱佛脚,天天吃,辩论队,月初土豪，月底吃土,什么也没带走，但也没白来,让室友帮忙占座，自己慢慢来,跑道上，一个人戴着耳机跑,去操场跑到没力气,课件、板书、PPT 截图
S1744,宿舍床上,提前两周就复习完了,从不,志愿者协会,家里定时打钱,图书馆那张常坐的座位,提前十分钟到，坐前排,羽毛球乒乓球，约人打,去操场跑到没力气,课件、板书、PPT 截图
S1745,图书馆自习室,刷往年题,偶尔,摄影社,月初土豪，月底吃土,宿舍的那群人,选了，但没去过几次,器械区随便练练，练完就走,去操场跑到没力气,运动记录、跑步路线、装备
S1746,食堂窗口,刷往年题,偶尔,辩论队,兼职自力更生,图书馆那张常坐的座位,卡着铃声冲进去，坐最后一排,看台或树下，看别人动,拉朋友出去吃一顿,吃的：外卖、食堂、探店
S1747,宿舍床上,临时抱佛脚,一周三五次,摄影社,靠奖学金过日子,操场的那圈跑道,提前十分钟到，坐前排,羽毛球乒乓球，约人打,去操场跑到没力气,和朋友：合影、表情包、抓拍
S1748,宿舍床上,临时抱佛脚,天天吃,乐队,月初土豪，月底吃土,什么也没带走，但也没白来,选了，但没去过几次,看台或树下，看别人动,开黑到凌晨，把气打出去,和朋友：合影、表情包、抓拍
S1749,图书馆自习室,组团开黑边复习,从不,辩论队,靠奖学金过日子,图书馆那张常坐的座位,早上根本没课，我的课都在下午,看台或树下，看别人动,给家里打个电话,吃的：外卖、食堂、探店
S1750,图书馆自习室,死磕课本,偶尔,摄影社,兼职自力更生,图书馆那张常坐的座位,提前十分钟到，坐前排,器械区随便练练，练完就走,去操场跑到没力气,课件、板书、PPT 截图
S1751,食堂窗口,刷往年题,一周三五次,电竞社,月初土豪，月底吃土,图书馆那张常坐的座位,提前十分钟到，坐前排,器械区随便练练，练完就走,去操场跑到没力气,和朋友：合影、表情包、抓拍
S1752,网吧,临时抱佛脚,偶尔,电竞社,家里定时打钱,操场的那圈跑道,提前十分钟到，坐前排,羽毛球乒乓球，约人打,开黑到凌晨，把气打出去,运动记录、跑步路线、装备
S1753,操场跑道,临时抱佛脚,一周三五次,摄影社,月初土豪，月底吃土,宿舍的那群人,早上根本没课，我的课都在下午,看台或树下，看别人动,给家里打个电话,和朋友：合影、表情包、抓拍
S1754,宿舍床上,临时抱佛脚,从不,摄影社,月初土豪，月底吃土,宿舍的那群人,让室友帮忙占座，自己慢慢来,羽毛球乒乓球，约人打,睡一觉，第二天照常,课件、板书、PPT 截图
S1755,食堂窗口,组团开黑边复习,天天吃,电竞社,月初土豪，月底吃土,宿舍的那群人,早上根本没课，我的课都在下午,球场，组队打一场,去操场跑到没力气,吃的：外卖、食堂、探店
S1756,图书馆自习室,死磕课本,偶尔,辩论队,家里定时打钱,宿舍的那群人,提前十分钟到，坐前排,器械区随便练练，练完就走,去操场跑到没力气,课件、板书、PPT 截图
S1757,操场跑道,提前两周就复习完了,偶尔,辩论队,靠奖学金过日子,操场的那圈跑道,提前十分钟到，坐前排,器械区随便练练，练完就走,睡一觉，第二天照常,课件、板书、PPT 截图
S1758,图书馆自习室,死磕课本,偶尔,辩论队,兼职自力更生,图书馆那张常坐的座位,早上根本没课，我的课都在下午,跑道上，一个人戴着耳机跑,睡一觉，第二天照常,运动记录、跑步路线、装备
S1759,食堂窗口,组团开黑边复习,一周三五次,辩论队,月初土豪，月底吃土,食堂的那个窗口,选了，但没去过几次,器械区随便练练，练完就走,开黑到凌晨，把气打出去,和朋友：合影、表情包、抓拍
S1760,食堂窗口,组团开黑边复习,一周三五次,乐队,家里定时打钱,食堂的那个窗口,选了，但没去过几次,羽毛球乒乓球，约人打,开黑到凌晨，把气打出去,和朋友：合影、表情包、抓拍
S1761,食堂窗口,组团开黑边复习,天天吃,摄影社,月初土豪，月底吃土,图书馆那张常坐的座位,卡着铃声冲进去，坐最后一排,跑道上，一个人戴着耳机跑,拉朋友出去吃一顿,和朋友：合影、表情包、抓拍
S1762,食堂窗口,组团开黑边复习,天天吃,志愿者协会,月初土豪，月底吃土,食堂的那个窗口,提前十分钟到，坐前排,器械区随便练练，练完就走,拉朋友出去吃一顿,吃的：外卖、食堂、探店
S1763,图书馆自习室,死磕课本,从不,辩论队,家里定时打钱,宿舍的那群人,提前十分钟到，坐前排,器械区随便练练，练完就走,拉朋友出去吃一顿,课件、板书、PPT 截图
S1764,网吧,组团开黑边复习,天天吃,电竞社,月初土豪，月底吃土,宿舍的那群人,卡着铃声冲进去，坐最后一排,羽毛球乒乓球，约人打,开黑到凌晨，把气打出去,和朋友：合影、表情包、抓拍
S1765,食堂窗口,临时抱佛脚,从不,乐队,兼职自力更生,食堂的那个窗口,让室友帮忙占座，自己慢慢来,羽毛球乒乓球，约人打,去操场跑到没力气,吃的：外卖、食堂、探店
S1766,食堂窗口,提前两周就复习完了,一周三五次,电竞社,兼职自力更生,宿舍的那群人,早上根本没课，我的课都在下午,球场，组队打一场,拉朋友出去吃一顿,和朋友：合影、表情包、抓拍
S1767,网吧,临时抱佛脚,一周三五次,乐队,家里定时打钱,什么也没带走，但也没白来,早上根本没课，我的课都在下午,看台或树下，看别人动,给家里打个电话,运动记录、跑步路线、装备
S1768,宿舍床上,刷往年题,一周三五次,乐队,月初土豪，月底吃土,操场的那圈跑道,让室友帮忙占座，自己慢慢来,球场，组队打一场,给家里打个电话,和朋友：合影、表情包、抓拍
S1769,宿舍床上,组团开黑边复习,天天吃,辩论队,靠奖学金过日子,操场的那圈跑道,选了，但没去过几次,看台或树下，看别人动,给家里打个电话,和朋友：合影、表情包、抓拍
S1770,网吧,临时抱佛脚,天天吃,摄影社,月初土豪，月底吃土,食堂的那个窗口,早上根本没课，我的课都在下午,羽毛球乒乓球，约人打,开黑到凌晨，把气打出去,和朋友：合影、表情包、抓拍
S1771,宿舍床上,死磕课本,偶尔,辩论队,家里定时打钱,图书馆那张常坐的座位,提前十分钟到，坐前排,羽毛球乒乓球，约人打,给家里打个电话,课件、板书、PPT 截图
S1772,图书馆自习室,提前两周就复习完了,偶尔,乐队,兼职自力更生,图书馆那张常坐的座位,提前十分钟到，坐前排,跑道上，一个人戴着耳机跑,睡一觉，第二天照常,风景和现场：演出、展览、天空
S1773,操场跑道,刷往年题,偶尔,辩论队,家里定时打钱,什么也没带走，但也没白来,让室友帮忙占座，自己慢慢来,跑道上，一个人戴着耳机跑,拉朋友出去吃一顿,运动记录、跑步路线、装备
S1774,图书馆自习室,死磕课本,偶尔,志愿者协会,靠奖学金过日子,操场的那圈跑道,让室友帮忙占座，自己慢慢来,器械区随便练练，练完就走,去操场跑到没力气,运动记录、跑步路线、装备
S1775,操场跑道,刷往年题,偶尔,志愿者协会,靠奖学金过日子,操场的那圈跑道,让室友帮忙占座，自己慢慢来,球场，组队打一场,给家里打个电话,运动记录、跑步路线、装备
S1776,图书馆自习室,死磕课本,偶尔,志愿者协会,家里定时打钱,什么也没带走，但也没白来,提前十分钟到，坐前排,球场，组队打一场,给家里打个电话,课件、板书、PPT 截图
S1777,网吧,刷往年题,从不,乐队,月初土豪，月底吃土,宿舍的那群人,卡着铃声冲进去，坐最后一排,器械区随便练练，练完就走,拉朋友出去吃一顿,课件、板书、PPT 截图
S1778,操场跑道,提前两周就复习完了,从不,摄影社,家里定时打钱,图书馆那张常坐的座位,提前十分钟到，坐前排,羽毛球乒乓球，约人打,睡一觉，第二天照常,课件、板书、PPT 截图
S1779,网吧,临时抱佛脚,一周三五次,乐队,兼职自力更生,操场的那圈跑道,提前十分钟到，坐前排,球场，组队打一场,拉朋友出去吃一顿,和朋友：合影、表情包、抓拍
S1780,图书馆自习室,提前两周就复习完了,从不,志愿者协会,月初土豪，月底吃土,食堂的那个窗口,提前十分钟到，坐前排,羽毛球乒乓球，约人打,睡一觉，第二天照常,风景和现场：演出、展览、天空
S1781,图书馆自习室,临时抱佛脚,从不,志愿者协会,靠奖学金过日子,宿舍的那群人,提前十分钟到，坐前排,跑道上，一个人戴着耳机跑,给家里打个电话,课件、板书、PPT 截图
S1782,网吧,死磕课本,一周三五次,电竞社,家里定时打钱,图书馆那张常坐的座位,让室友帮忙占座，自己慢慢来,球场，组队打一场,开黑到凌晨，把气打出去,课件、板书、PPT 截图
S1783,图书馆自习室,刷往年题,一周三五次,辩论队,兼职自力更生,食堂的那个窗口,提前十分钟到，坐前排,跑道上，一个人戴着耳机跑,给家里打个电话,风景和现场：演出、展览、天空
S1784,网吧,临时抱佛脚,天天吃,电竞社,月初土豪，月底吃土,操场的那圈跑道,早上根本没课，我的课都在下午,球场，组队打一场,开黑到凌晨，把气打出去,吃的：外卖、食堂、探店
S1785,宿舍床上,组团开黑边复习,天天吃,辩论队,月初土豪，月底吃土,食堂的那个窗口,卡着铃声冲进去，坐最后一排,看台或树下，看别人动,给家里打个电话,风景和现场：演出、展览、天空
S1786,操场跑道,组团开黑边复习,偶尔,电竞社,兼职自力更生,宿舍的那群人,让室友帮忙占座，自己慢慢来,球场，组队打一场,睡一觉，第二天照常,吃的：外卖、食堂、探店
S1787,图书馆自习室,提前两周就复习完了,从不,辩论队,家里定时打钱,图书馆那张常坐的座位,提前十分钟到，坐前排,羽毛球乒乓球，约人打,给家里打个电话,运动记录、跑步路线、装备
S1788,操场跑道,死磕课本,一周三五次,摄影社,兼职自力更生,操场的那圈跑道,卡着铃声冲进去，坐最后一排,羽毛球乒乓球，约人打,去操场跑到没力气,运动记录、跑步路线、装备
S1789,宿舍床上,提前两周就复习完了,天天吃,辩论队,靠奖学金过日子,操场的那圈跑道,提前十分钟到，坐前排,球场，组队打一场,睡一觉，第二天照常,运动记录、跑步路线、装备
S1790,网吧,临时抱佛脚,天天吃,辩论队,月初土豪，月底吃土,什么也没带走，但也没白来,选了，但没去过几次,跑道上，一个人戴着耳机跑,开黑到凌晨，把气打出去,课件、板书、PPT 截图
S1791,食堂窗口,死磕课本,天天吃,志愿者协会,靠奖学金过日子,食堂的那个窗口,提前十分钟到，坐前排,看台或树下，看别人动,拉朋友出去吃一顿,和朋友：合影、表情包、抓拍
